"nr";"memo";"materiaal";"bijzonderheden";"omschrijving";"korte_omschrijving";"aub";"hoofd_aanvraag";"soort";"groep";"selectie";"versie_opname";"versie_mutatie";"versie_vervallen";"toelichting";"vraag_type";"decimalen";"eenheid";"abs_min";"abs_max";"ref_min";"ref_max";"antwoordenlijst";"formule";"materiaal_info";"bijzonderheden_info";"aub_info";"groep_info";"formule_uitleg"
3496;"SDJ2";"PQ";"";"SDQ-jongere gedragsproblemen";"SDQJgedrg";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal gedragsproblemen (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de jongere zelf.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3497;"SDJ3";"PQ";"";"SDQ-jongere hyperactiviteit";"SDQJhyper";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal hyperactiviteit (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de jongere zelf.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3499;"SDJ5";"PQ";"";"SDQ-jongere pro-sociaal gedrag";"SDQJprosc";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal pro-sociaal gedrag (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de jongere zelf.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3498;"SDJ4";"PQ";"";"SDQ-jongere problemen leeftijdsgenoten";"SDQJlftgn";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal problemen met leeftijdsgenoten (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de jongere zelf.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3501;"SDJI";"PQ";"";"SDQ-jongere totale impactscore";"SDQJtotim";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de totaalscore van de vragen rondom de impact in de SDQ-versie voor de jongere.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3500;"SDJP";"PQ";"";"SDQ-jongere totale probleemscore";"SDQJtotpr";"B";"";"D";"AA";"3";21;23;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de totaalscore van de problemenin de SDQ-versie voor de jongere zelf. De score is het totaal van de eerste 4 subschalen (emotionele problemen, gedragsproblemen, problemen met leeftijdsgenoten en hyopersctiviteit). Bij een score van 16 of hoger is er sprake van een verhoogde probeemscore.";"NM";0;"";0;40;NA;15;"";"[3495] + [3496] + [3497] + [3498]";"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";"SDQ-jongere totale probleemscore = som van de score op emotionele problemen, gedragsproblemen, hyperactiviteit en problemen leeftijdsgenoten van de SQD-jongere"
3488;"SDO1";"PQ";"";"SDQ-ouder emotionele problemen";"SDQOemopb";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal emotionele problemen (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de ouder.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3489;"SDO2";"PQ";"";"SDQ-ouder gedragsproblemen";"SDQOgedrg";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal gedragsproblemen (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de ouder.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3490;"SDO3";"PQ";"";"SDQ-ouder hyperactiviteit";"SDQOhyper";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal hyperactiviteit (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de ouder.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3492;"SDO5";"PQ";"";"SDQ-ouder pro-sociaal gedrag";"SDQOprosc";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de score van de schaal pro-sociaal gedrag (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de ouder.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3491;"SDO4";"PQ";"";"SDQ-ouder problemen leeftijdsgenoten";"SDQOlftgn";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen van 3 tot en met 16 jaar meet. Deze bepaling gaat om de score van de schaal problemen met leeftijdsgenoten (bepaald aan de hand van 5 vragen) in de SDQ-versie voor de ouder.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3494;"SDOI";"PQ";"";"SDQ-ouder totale impactscore";"SDQOtotim";"B";"";"D";"AA";"3";21;NA;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de totaalscore van de vragen rondom de impact in de SDQ-versie voor de ouder.";"NM";0;"";0;10;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
3493;"SDOP";"PQ";"";"SDQ-ouder totale probleemscore";"SDQOtotpr";"B";"";"D";"AA";"3";21;23;NA;"De Strengths and Difficulties Questionnaire (SDQ) is een korte screeningslijst die de psychische problematiek en vaardigheden bij kinderen meet. Deze bepaling gaat om de totaalscore van de problemen in de SDQ-versie voor de ouder. De score is het totaal van de eerste 4 subschalen (emotionele problemen, gedragsproblemen, problemen met leeftijdsgenoten en hyopersctiviteit). Bij een score van 14 of hoger is er sprake van een verhoogde probeemscore.";"NM";0;"";0;40;NA;13;"";"[3488] + [3489] + [3490] + [3491]";"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";"SDQ-ouder totale probleemscore = som van de score op emotionele problemen, gedragsproblemen, hyperactiviteit en problemen leeftijdsgenoten van de SQD-ouder"
2120;"SEGM";"B";"MT";"segmentkernige neutrofiele gran,absoluut";"segmneabs";"U";"DIFF";"L";"HE";"U";8;26;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: totaal";"Uitslag";"hematologie";NA
1304;"SEGM";"B";"MD";"segmentkernige neutrofiele granulocyten";"segm neut";"U";"DIFF";"L";"HE";"U";1;26;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
1752;"SKST";"TQ";"";"seksuele stoornissen";"seksstoor";"B";"";"D";"AA";"4";7;14;NA;"Vraag naar erectieproblemen, libidoverlies en verminderde lubricatie. Indien de patiënt niet seksueel actief is, vul dan 'niet van toepassing' in als antwoord.";"EK";NA;"";NA;NA;NA;2;"116 - nvt/nee/ja/onduid";NA;"endocriene klieren/metab., anamnese/plan";NA;"Beide";"anamnese";NA
1301;"SE";"B";"";"seleen";"selenium";"B";"";"L";"FT";"4";3;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"farmacologie/toxicologie";NA
1302;"SE";"U";"";"seleen urine";"seleniumu";"B";"";"L";"FT";"4";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"farmacologie/toxicologie";NA
3300;"SE";"UE";"";"seleen urine 24u";"seleenu24";"B";"";"L";"FT";"4";18;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine 24 uurs";NA;"Beide";"farmacologie/toxicologie";NA
1750;"SNSV";"NS";"LI";"sensibiliteit linkervoet";"sensib lv";"B";"";"D";"FO";"2";7;8;NA;NA;"EK";NA;"";NA;NA;NA;1;"53 - normaal/afwijkend/onduidelijk";NA;"sensibiliteit";"links";"Beide";"functie onderzoek";NA
1751;"SNSV";"NS";"RE";"sensibiliteit rechtervoet";"sensib rv";"B";"";"D";"FO";"2";7;8;NA;NA;"EK";NA;"";NA;NA;NA;1;"53 - normaal/afwijkend/onduidelijk";NA;"sensibiliteit";"rechts";"Beide";"functie onderzoek";NA
1749;"SENB";"NQ";"";"sensibiliteitsstoornis benen (anamnese)";"";"B";"";"P";"AA";"4";7;8;NA;"Sensibiliteitsstoornissen benen: informeer naar sensibiliteitsverlies, pijn of tintelingen in de benen";"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"zenuwstelsel, anamnese/plan";NA;"Beide";"anamnese";NA
1305;"SERT";"B";"";"serotonine";"serotonin";"B";"";"L";"KC";"4";5;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
2964;"SETT";"B";"";"serotonine in trombocyten";"serototro";"B";"";"L";"KC";"4";15;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
2832;"SETD";"B";"";"sertindol";"sertindol";"B";"";"L";"FT";"4";14;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"farmacologie/toxicologie";NA
2833;"SETL";"B";"";"sertraline";"sertralin";"B";"";"L";"FT";"4";14;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"farmacologie/toxicologie";NA
703;"O058";"B";"";"serum gesluierd";"gesluierd";"U";"BSE";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
705;"O060";"B";"";"serum hemolytisch";"hemolytis";"U";"BSE";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
698;"O053";"B";"MD";"serum hemolytisch, differentiatie";"hemolytis";"U";"DIFF";"L";"HE";"U";1;7;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
704;"O059";"B";"";"serum icterisch";"icterisch";"U";"BSE";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
706;"O061";"B";"";"serum lipaemisch";"lipaemisc";"U";"BSE";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
707;"O062";"B";"";"serum troebel";"troebel";"U";"BSE";"L";"HE";"U";1;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Uitslag";"hematologie";NA
4075;"VLKK";"B";"KW";"serum vrije lichte ketens SVLK kappa";"SVLK kap";"B";"";"L";"KC";"4";40;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"klinische chemie";NA
4076;"VLKL";"B";"KW";"serum vrije lichte ketens SVLK lambda";"SVLK lam";"B";"";"L";"KC";"4";40;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"kwantitatief";"Beide";"klinische chemie";NA
4078;"VLKO";"B";"";"serum vrije lichte ketens SVLK opmerking";"SVLK opm";"B";"";"L";"KC";"4";40;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
4077;"VLKR";"B";"MI";"serum vrije lichte ketens SVLK ratio";"SVLKratio";"B";"";"L";"KC";"4";40;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: index, quotiënt, ratio";"Beide";"klinische chemie";NA
1308;"SHBG";"B";"";"sex hormoon bindend globuline";"SHBG-glob";"B";"";"L";"KC";"4";3;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
3309;"SHIP";"DF";"";"Shigella en/of EIEC DNA feces (PCR)";"shigePCRf";"B";"";"L";"IM";"3";18;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"feces";NA;"Beide";"immunologie/serologie";NA
3563;"SWTH";"AO";"";"Shuttle Walk Test (SWT), Hollywood";"ShutWlkHo";"B";"";"D";"FO";"4";21;NA;NA;"De Shuttle-wandeltest is een maat voor het vermogen tot wandelen, bepaald door het geleidelijk opvoeren van het tempo bij het lopen tussen twee pionnen, totdat de patiënt dit niet meer volhoudt of de test gecompleteerd is. In deze versie volgens Hollywood wordt de uitslag gegeven in een score die overeenkomt met het aantal 'shuttles'.";"NM";0;"";0;150;NA;NA;"";NA;"overig lichamelijk onderzoek";NA;"Beide";"functie onderzoek";NA
3562;"SWTS";"AO";"";"Shuttle Walk Test (SWT), Singh";"ShutWlkSi";"B";"";"D";"FO";"4";21;NA;NA;"De Shuttle-wandeltest is een maat voor het vermogen tot wandelen, bepaald door het geleidelijk opvoeren van het tempo bij het lopen tussen twee pionnen, totdat de patiënt dit niet meer volhoudt of de test gecompleteerd is. In deze versie volgens Singh wordt de uitslag gegeven in het aantal afgelegde meters, waarbij het maximum 1020 bedraagt";"NM";0;"m";0;1020;NA;NA;"";NA;"overig lichamelijk onderzoek";NA;"Beide";"functie onderzoek";NA
2362;"SCOP";"DW";"";"sigmoidoscopie";"sigmoscop";"B";"";"D";"BO";"3";10;15;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"sigmoid";NA;"Beide";"beeldvormend onderzoek";NA
1310;"SIKT";"B";"";"sikkelcel-test";"sikkeltst";"B";"";"L";"HE";"3";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"hematologie";NA
699;"O054";"B";"MD";"sikkelcellen (drepanocyt)";"sikkelcel";"U";"DIFF";"L";"HE";"U";3;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: differentiatie";"Uitslag";"hematologie";NA
3653;"SLFO";"PQ";"";"slaapklachten met gevolg function. overd";"";"B";"";"P";"AA";"4";23;NA;NA;NA;"JA";NA;"";NA;NA;NA;NA;"";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
2779;"SLPB";"AQ";"";"slaapproblemen";"";"B";"";"P";"AA";"4";14;NA;NA;"Vraag naar in- of doorslaapproblemen en gebruik van slaapmedicatie.";"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
669;"O025";"U";"";"slijmdraden";"slijmdrad";"U";"SEDI";"L";"KC";"U";1;3;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Uitslag";"klinische chemie";NA
1929;"SMI";"B";"";"sm antistoffen (anti Smith, anti sm)";"sm as.";"B";"ENAI";"L";"IM";"4";7;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
3187;"GWTN";"AQ";"";"snelle gewichtstoename in korte tijd";"";"B";"";"P";"AA";"4";16;NA;NA;NA;"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
2939;"SLAI";"B";"";"soluble liver antigen (SLA) antistoffen";"SLA as";"B";"";"L";"IM";"4";15;20;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"immunologie/serologie";NA
1312;"SMMD";"B";"";"somatomedine";"somamedin";"B";"";"L";"KC";"4";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
3637;"IGF1";"B";"";"somatomedine C (IGF-1)";"IGF-1";"B";"";"L";"KC";"3";23;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
3636;"IGF1";"B";"MI";"somatomedine C (IGF-1) SDS";"IGF-1 SDS";"B";"";"L";"KC";"3";23;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";"meting: index, quotiënt, ratio";"Beide";"klinische chemie";NA
1313;"SMST";"B";"";"somatostatine";"somatstat";"B";"";"L";"KC";"4";4;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"bloed";NA;"Beide";"klinische chemie";NA
2780;"SMST";"PQ";"";"sombere stemming (anamnese)";"";"B";"";"P";"AA";"4";14;NA;NA;"Vraag of de patiënt de laatste tijd somber is of zich depressief voelt of dat anderen de patiënt de laatste tijd zwaar op de hand vinden.";"EK";NA;"";NA;NA;NA;1;"48 - nee/ja/onduidelijk";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
88;"BACT";"UD";"MU";"soort bacteriën (uricult)";"soortbact";"U";"URIC";"L";"BA";"U";6;7;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine dipslide";"meting: uitslag kweek";"Uitslag";"bacteriologie";NA
3481;"ANSB";"PQ";"";"soort behandeling angstklachtn/-stoornis";"";"B";"";"P";"TH";"4";20;23;NA;"Gebruik deze bepaling om de momenteel gestarte of toegepaste therapie vast te leggen. De indeling van de verschillende therapieën representeert het 'stepped-care' principe. Het is mogelijk meerdere therapieën aan te geven. Patiëntenvoorlichting en -educatie omvat het planmatig verstrekken van passende informatie. Advisering omvat op de patiënt afgestemde adviezen, zoals dagstructurering, activiteitenplanning, bewegingsadviezen en ontspanningsoefeningen. Onder begeleide zelfhulp wordt de situatie verstaan waarbij de patiënt zelf werkt (bijv. met een boek, met online cursussen of groepscursussen) en via e-mail of telefoon wordt ondersteund. Psychosociale interventie is een behandeling door bijv. praktijkondersteuner, of maatschappelijk werker, gericht op psychosociale aspecten Kortdurende therapie betreft een kortdurende begeleiding of gedragsmatige interventie, zoals cognitieve gedragstherapie (CGT) of Problem solving therapy (PST). Intensieve psychotherapie betreft een verwijzing naar eerstelijnspsycholoog of tweedelijns hulpverlener voor langdurige en/of intensieve psychotherapie. Intensieve psychotherapie betreft een verwijzing naar eerstelijnspsycholoog of tweedelijns hulpverlener voor langdurige en/of intensieve psychotherapie.";"MK";NA;"";NA;NA;NA;NA;"160 - GGZ behandeling";NA;"psychische problemen, anamnese/plan";NA;"Beide";"therapie";NA
3470;"DPSB";"PQ";"";"soort behandeling depressie/depr.klachtn";"";"B";"";"P";"TH";"4";20;NA;NA;"Gebruik deze bepaling om de momenteel gestarte of toegepaste therapie vast te leggen. De indeling van de verschillende therapieën representeert het 'stepped-care' principe. Het is mogelijk meerdere therapieën aan te geven. Patiëntenvoorlichting en -educatie omvat het planmatig verstrekken van passende informatie. Advisering omvat op de patiënt afgestemde adviezen, zoals dagstructurering, activiteitenplanning, bewegingsadviezen en ontspanningsoefeningen. Onder begeleide zelfhulp wordt de situatie verstaan waarbij de patiënt zelf werkt (bijv. met een boek, met online cursussen of groepscursussen) en via e-mail of telefoon wordt ondersteund. Psychosociale interventie - behandeling door bijv. praktijkondersteuner, of maatschappelijk werker, gericht op psychosociale aspecten Kortdurende therapie betreft een kortdurende begeleiding of gedragsmatige interventie, zoals cognitieve gedragstherapie (CGT) of Problem solving therapy (PST). Intensieve psychotherapie betreft een verwijzing naar eerstelijnspsycholoog of tweedelijns hulpverlener voor langdurige en/of intensieve psychotherapie";"MK";NA;"";NA;NA;NA;NA;"160 - GGZ behandeling";NA;"psychische problemen, anamnese/plan";NA;"Beide";"therapie";NA
3483;"AGSB";"PQ";"";"soort behandeling problemat. alcoholgebr";"";"B";"";"P";"TH";"4";20;23;NA;"Gebruik deze bepaling om de momenteel gestarte of toegepaste therapie vast te leggen. De indeling van de verschillende therapieën representeert het 'stepped-care' principe. Het is mogelijk meerdere therapieën aan te geven. Patiëntenvoorlichting en -educatie omvat het planmatig verstrekken van passende informatie. Advisering omvat op de patiënt afgestemde adviezen, zoals dagstructurering, activiteitenplanning, bewegingsadviezen en ontspanningsoefeningen. Onder begeleide zelfhulp wordt de situatie verstaan waarbij de patiënt zelf werkt (bijv. met een boek, met online cursussen of groepscursussen) en via e-mail of telefoon wordt ondersteund. Psychosociale interventie - behandeling door bijv. praktijkondersteuner, of maatschappelijk werker, gericht op psychosociale aspecten Kortdurende therapie betreft een kortdurende begeleiding of gedragsmatige interventie, zoals cognitieve gedragstherapie (CGT) of Problem solving therapy (PST). Intensieve psychotherapie betreft een verwijzing naar eerstelijnspsycholoog of tweedelijns hulpverlener voor langdurige en/of intensieve psychotherapie. Intensieve psychotherapie betreft een verwijzing naar eerstelijnspsycholoog of tweedelijns hulpverlener voor langdurige en/of intensieve psychotherapie.";"MK";NA;"";NA;NA;NA;NA;"160 - GGZ behandeling";NA;"psychische problemen, anamnese/plan";NA;"Beide";"therapie";NA
3654;"SLSB";"PQ";"";"soort behandeling slapeloosheid";"";"B";"";"P";"TH";"4";23;NA;NA;NA;"MK";NA;"";NA;NA;NA;NA;"160 - GGZ behandeling";NA;"psychische problemen, anamnese/plan";NA;"Beide";"therapie";NA
3023;"SRDR";"AQ";"";"soort drugs";"srt drugs";"B";"";"D";"AA";"2";16;NA;NA;NA;"MK";NA;"";NA;NA;NA;NA;"143 - drugs";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
1811;"DMMD";"TQ";"";"soort medicatie (DM2)";"";"B";"";"P";"TH";"4";7;31;NA;"Indien de patiënt DPP-4-remmers gebruikt, kies één van de keuzes voor orale bloedglucoseverlagende middelen. Kies voor GLP-1-agonisten één van de keuzes met andere parenterale middelen.";"EK";NA;"";NA;NA;NA;NA;"96 - medicatie DM2";NA;"endocriene klieren/metab., anamnese/plan";NA;"Beide";"therapie";NA
3652;"SLSO";"PQ";"";"soort slapeloosheid (kort of langdur.)";"";"B";"";"P";"AA";"4";23;NA;NA;"Alleen indien de patiënt klaagt over minstens driemaal per week slecht slapen, is er sprake van slapeloosheid. Indien deze minder dan drie weken bestaat, geef dan kortdurend aan. Langdurende slaaploosheid is slapeloosheid die langer dan drie weken bestaat.";"EK";NA;"";NA;NA;NA;NA;"173 - kort-/langdurend/ond";NA;"psychische problemen, anamnese/plan";NA;"Beide";"anamnese";NA
2040;"TABA";"AQ";"";"soort tabak/rookwaar";"tabak";"B";"";"D";"AA";"2";8;27;NA;NA;"MK";NA;"";NA;NA;NA;NA;"70 - soort tabak";NA;"algemeen, anamnese/plan";NA;"Beide";"anamnese";NA
3964;"WSRT";"SA";"";"soort wond";"wondSoort";"B";"";"D";"IN";"2";31;NA;NA;NA;"VT";NA;"";NA;NA;NA;NA;"";NA;"huid, algemeen";NA;"Beide";"inspectie";NA
4065;"SROO";"AZ";"";"soort(en) ontspanningsoefeningen";"SoortOnts";"B";"";"D";"ZE";"2";39;NA;NA;"Hier legt u de soort ontspanningsoefeningen vast die de patiënt beoefent. In bepaling FQOO AZ (4062) legt u de frequentie van de beoefening vast. De antwoordkeuzes zijn ontleend aan de NHG Standaard 'Overspanning en burn-out'.";"MK";NA;"";NA;NA;NA;NA;"218 - soorten ontspanningsoefeningen";NA;"algemeen, zorgproces";NA;"Beide";"patiënt zelf";NA
3750;"SG";"U";"PO";"soortelijk gew(dichtheid) urine POC-test";"sgewurPOC";"B";"";"L";"KC";"2";25;NA;NA;"De bepaling gebeurt in de huisartsenpraktijk door middel van een Point of care-testsysteem (hieronder vallen niet de ‘stick’ bepalingen, die kennen aparte codes).";"NM";3;"kg/l";1;1,1;1,002;1,035;"";NA;"urine";"POC Point Of Care test";"Beide";"klinische chemie";NA
2183;"SG";"U";"SK";"soortelijk gew.(dichtheid) urine (stick)";"sg ur st";"B";"";"L";"KC";"1";9;25;NA;NA;"NM";3;"kg/l";1;1,1;1,002;1,035;"";NA;"urine";"semikwantitatief";"Beide";"klinische chemie";NA
1306;"SG";"U";"";"soortelijk gewicht (dichtheid) urine";"sg urine";"B";"";"L";"KC";"1";1;25;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"urine";NA;"Beide";"klinische chemie";NA
2851;"SACA";"KC";"LI";"souffle a. carotis links";"soufacarl";"B";"";"D";"AU";"2";15;NA;NA;NA;"EK";NA;"";NA;NA;NA;1;"47 - aanwezig/afwezig/onduidelijk";NA;"carotiden";"links";"Beide";"auscultatie";NA
2852;"SACA";"KC";"RE";"souffle a. carotis rechts";"soufacarr";"B";"";"D";"AU";"2";15;NA;NA;NA;"EK";NA;"";NA;NA;NA;1;"47 - aanwezig/afwezig/onduidelijk";NA;"carotiden";"rechts";"Beide";"auscultatie";NA
2855;"SAFE";"KV";"LI";"souffle a. femoralis links";"soufafeml";"B";"";"D";"AU";"2";15;NA;NA;NA;"EK";NA;"";NA;NA;NA;1;"47 - aanwezig/afwezig/onduidelijk";NA;"vaten";"links";"Beide";"auscultatie";NA
2856;"SAFE";"KV";"RE";"souffle a. femoralis rechts";"soufafemr";"B";"";"D";"AU";"2";15;NA;NA;NA;"EK";NA;"";NA;NA;NA;1;"47 - aanwezig/afwezig/onduidelijk";NA;"vaten";"rechts";"Beide";"auscultatie";NA
2860;"SAAA";"KB";"";"souffle aorta abdominalis";"soufaoabd";"B";"";"D";"AU";"2";15;NA;NA;NA;"EK";NA;"";NA;NA;NA;1;"47 - aanwezig/afwezig/onduidelijk";NA;"aorta";NA;"Beide";"auscultatie";NA
2025;"RFMS";"RQ";"";"specificatie longaandoeningen in familie";"";"B";"";"P";"FA";"4";7;NA;NA;"Registreer als er twijfel is over de aard van de chronische longaandoening 'onbekende longaandoening'.";"MK";NA;"";NA;NA;NA;NA;"61 - longaandoeningen";NA;"luchtwegen, anamnese/plan";NA;"Beide";"familie anamnese";NA
1691;"HOAS";"RQ";"";"specifieke hobby's (astma/COPD)";"";"B";"";"P";"AA";"4";7;NA;NA;"Hobby's waarbij allergie of aspecifieke hyperreactiviteit kan optreden.";"VT";NA;"";NA;NA;NA;NA;"";NA;"luchtwegen, anamnese/plan";NA;"Beide";"anamnese";NA
1307;"SGRN";"YS";"MC";"sperma aantal granulocyten";"ant gran";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: concentratie";"Uitslag";"cytologie";NA
1311;"SKRN";"YS";"MC";"sperma aantal kernhoudende cellen";"ant kernh";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: concentratie";"Uitslag";"cytologie";NA
1350;"SVRS";"YS";"MC";"sperma aantal voorstadia";"ant voors";"U";"SPER";"L";"CY";"U";6;NA;NA;NA;"";NA;"";NA;NA;NA;NA;"";NA;"sperma";"meting: concentratie";"Uitslag";"cytologie";NA
